Title,Latitude,Longitude,categories,Info Title,Title Place,hashes,score,userScore,heart,title,category,address,roadAddress,mapx,mapy
서오릉피자 문래점,37.518597,126.888721, 피자,서오릉피자 문래점,문래 ,"간식,서민적인, 점심식사, 저녁식사, 테이크아웃, 제로페이, 주차, 배달",44,5.0,0,<b>서오릉피자 문래점</b>,음식점>양식>피자>서오릉피자,서울특별시 영등포구 문래동6가 2-1 1층 101호,서울특별시 영등포구 선유로 51 1층 101호,1268888657,375186314
토프레소 양평동사거리점,37.536062,126.900868," 커피, 카페",토프레소 양평동사거리점,당산역 ,",반려동물동반, 주차, 배달",44,4.0,0,<b>토프레소 양평동사거리점</b>,"카페,디저트>카페",서울특별시 영등포구 당산동6가 346-2 C&S파크 1층,서울특별시 영등포구 양평로12가길 2 C&S파크 1층,1269008676,375360624
꽁 비엔,37.515162,126.909307," 쌀국수, 베트남쌀국수",꽁 비엔,영등포 ,"혼밥,깔끔한, 점심식사, 저녁식사, 주차, 배달",44,4.2,11,<b>꽁 비엔</b>,음식점>베트남음식,서울특별시 영등포구 영등포동 592-1 1층,서울특별시 영등포구 신길로61길 21 1층,1269093073,375151618
삿뽀,37.529325,126.894907," 일식, 사시미코스",삿뽀,당산 ,"가족외식,디너코스, 점심식사, 저녁식사, 개별룸, 콜키지, 좌식, 발렛파킹, 배달",44,4.0,4,,,,,,
교촌치킨 문래점,37.519359,126.889564," 치킨, 치맥",교촌치킨 문래점,문래 ,"식사모임,캐주얼한, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",44,5.0,0,<b>교촌치킨 문래점</b>,"음식점>치킨,닭강정",서울특별시 영등포구 문래동3가 77-34 대준빌딩,서울특별시 영등포구 선유로 62 대준빌딩,1268895637,375193589
포프트 커피,37.518468,126.914214," 카페, 디저트",포프트 커피,신길역 ,"차모임,캐주얼한, 테이크아웃, 바테이블, 주차, 배달",43,4.5,3,<b>포프트 커피</b>,"음식점>카페,디저트",서울특별시 영등포구 영등포동1가 81 1층,서울특별시 영등포구 경인로114길 10-1 1층,1269142140,375184685
수백당 여의도점,37.520599,126.930424," 순댓국, 순대",수백당 여의도점,여의도 ,",주차, 배달",43,5.0,1,<b>수백당 여의도점</b>,"한식>순대,순댓국","서울특별시 영등포구 여의도동 44-5 힐스테이트 파인루체 지하1층 B112, B113호","서울특별시 영등포구 여의대방로69길 19 힐스테이트 파인루체 지하1층 B112, B113호",1269304241,375205993
그리디몬,37.525298,126.918953," 버거, 수제버거",그리디몬,여의도 ,"식사모임,시끌벅적한, 점심식사, 저녁식사, 셀프바, 주차, 배달",43,3.7,6,<b>그리디몬</b>버거,음식점>햄버거,서울특별시 영등포구 여의도동 17 더샵아일랜드파크 101동 109호(1층상가 여의도공원쪽,서울특별시 영등포구 의사당대로 38 더샵아일랜드파크 101동 109호(1층상가 여의도공원쪽,1269191735,375254014
양산도 당산점,37.532252,126.90468," 장어, 사케동",양산도 당산점,당산동 ,"보양식,점심특선, 저녁식사, 바자리, 주차, 배달",43,4.0,1,<b>양산도 당산점</b>,일식>일식당,서울특별시 영등포구 당산동5가 11-32 리버뷰한강오피스텔 1층 101호,서울특별시 영등포구 양평로 11 리버뷰한강오피스텔 1층 101호,1269045609,375323499
투뿔등심,37.524255,126.92488," 소고기, 등심",투뿔등심,여의도 ,"식사모임,고급스러운, 점심식사, 저녁식사, 콜키지프리, 발렛파킹, 배달",43,3.7,15,<b>투뿔등심</b> 여의도점,"육류,고기요리>소고기구이",서울특별시 영등포구 여의도동 23-10,서울특별시 영등포구 국제금융로2길 24 BNK금융타워 B1층,1269248796,375242552
유성반점,37.519127,126.930931, 중식,유성반점,여의도 ,"혼밥,서민적인, 점심식사, 저녁식사, 주차, 배달",43,4.7,2,<b>유성반점</b>,중식>중식당,서울특별시 영등포구 여의도동 44-35 202호,서울특별시 영등포구 여의대방로 379 202호,1269309372,375191451
쭈꾸미도사 문래점,37.517689,126.895668," 쭈꾸미, 대창쭈꾸미",쭈꾸미도사 문래점,문래 ,"낮술,점심특선, 점심식사, 저녁식사, 주차, 배달",43,5.0,0,<b>쭈꾸미도사 문래점</b>,한식>주꾸미요리,서울특별시 영등포구 문래동3가 55-5 104호,서울특별시 영등포구 당산로 34 104호,1268956677,375176887
소정담,37.529208,126.900415," 김밥, 김밥집",소정담,당산 ,"혼밥,계절메뉴, 아침식사, 점심식사, 테이크아웃, 제로페이, 주차, 배달",42,4.0,3,유미분김밥 <b>소정담</b> 본점,분식>김밥,서울특별시 영등포구 당산동4가 32-176 보성빌딩 1층 101호,서울특별시 영등포구 당산로40길 16 보성빌딩 1층 101호,1269004148,375292078
삼산회관 선유도역점,37.53619,126.89509," 김치찌개, 돼지김치구이",삼산회관 선유도역점,선유도역 ,"회식장소,줄서는식당, 셀프바, 주차, 배달",42,5.0,0,<b>삼산회관 선유도역점</b>,"한식>육류,고기요리","서울특별시 영등포구 양평동4가 80 선유도역2차아이에스비즈 115, 116호","서울특별시 영등포구 선유로49길 23 선유도역2차아이에스비즈 115, 116호",1268950737,375358877
리나스 파이낸스점,37.523818,126.924246, 샌드위치,리나스 파이낸스점,여의도역 ,"혼밥,깔끔한, 아침식사, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",42,4.1,2,<b>리나스</b> 여의도<b>파이낸스점</b>,양식>샌드위치,서울특별시 영등포구 여의도동 23-8 여의도파이낸스타워 1층,서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 1층,1269243253,375238359
롤링핀 여의도KBS별관점,37.519385,126.928273, 베이커리,롤링핀 여의도KBS별관점,여의도 ,"단체예약,깔끔한, 아침식사, 주차, 배달",42,5.0,1,<b>롤링핀 여의도KBS별관점</b>,"카페,디저트>베이커리",서울특별시 영등포구 여의도동 45-3 1층 롤링핀,서울특별시 영등포구 국제금융로8길 27-8 1층 롤링핀,1269282808,375193690
족발의장인 여의도본점,37.520208,126.931804," 족발, 쟁반국수",족발의장인 여의도본점,여의도 ,"보약,줄서서먹는, 저녁식사, 포장가능, 주차, 배달",42,4.0,4,<b>족발의장인</b> 족장 <b>여의도본점</b>,"육류,고기요리>족발,보쌈",서울특별시 영등포구 여의도동 43-4 롯데캐슬아이비 1층 128호 족발의장인 족장 여의도본점,서울특별시 영등포구 국제금융로 86 롯데캐슬아이비 1층 128호 족발의장인 족장 여의도본점,1269321046,375202005
김재운초밥사랑 영등포점,37.523352,126.905421," 초밥, 스시",김재운초밥사랑 영등포점,영등포시장 ,"식사모임,캐주얼한, 점심식사, 저녁식사, 칸막이, 무료주차, 배달",42,3.3,0,<b>김재운초밥사랑 영등포점</b>,일식>일식당,"서울특별시 영등포구 영등포동7가 208 상가동 110, 111호(, 포레나 영등포)","서울특별시 영등포구 국회대로50길 20 상가동 110, 111호(영등포동7가, 포레나 영등포)",1269054985,375233174
땡기면,37.519625,126.939167," 버섯, 면요리",땡기면,여의도 ,"해장,이색맛집, 점심식사, 주차, 배달",42,5.0,4,<b>땡기면</b>,음식점>퓨전음식,"서울특별시 영등포구 여의도동 61-3 라이프오피스텔 B1 5,6호","서울특별시 영등포구 63로 40 여의도동 라이프오피스텔 B1 5,6호",1269391667,375196255
인재36.5도 카페,37.522994,126.90624," 카페, 수제레몬차",인재36.5도 카페,영등포 ,",주차, 배달",42,5.0,0,<b>인재36.5도 카페</b>,"카페,디저트>카페",서울특별시 영등포구 영등포동7가 203,서울특별시 영등포구 국회대로54길 10 아크로타워 스퀘어,1269062395,375229936
농농,37.530089,126.919754," 베트남음식, 쌀국수",농농,여의도 ,"해장,다양한메뉴, 점심식사, 저녁식사, 셀프바, 주차, 배달",42,4.4,2,<b>농농</b>,음식점>아시아음식,서울특별시 영등포구 여의도동 14-2 지하1층,서울특별시 영등포구 국회대로70길 7 지하1층,1269197540,375300886
태극당 더현대서울점,37.525917,126.928312," 아이스크림, 모나카",태극당 더현대서울점,여의도더현대 ,"간식,서민적인, 무료주차, 배달",42,4.5,2,<b>태극당 더현대</b> 서울,"카페,디저트>베이커리",서울특별시 영등포구 여의도동 22 지하1층,서울특별시 영등포구 여의대로 108 지하1층,1269283122,375259168
신주방,37.520389,126.926197," 마라탕, 마라샹궈",신주방,여의도 ,",존맛, 점심식사, 저녁식사, 셀프코너, 주차, 배달",42,4.7,1,<b>신주방</b>,중식>중식당,서울특별시 영등포구 여의도동 36 지하1층 19호,서울특별시 영등포구 의사당대로 127 지하1층 19호,1269261970,375203893
에머이 문래점,37.52028,126.889966," 쌀국수, 베트남음식",에머이 문래점,문래 ,"혼밥,깔끔한, 점심식사, 저녁식사, 제로페이, 주차, 배달",42,4.3,0,,,,,,
몬스터비,37.51765,126.895657," 수제버거, 파스타",몬스터비,문래 ,"데이트,캐주얼한, 점심식사, 저녁식사, 주차, 배달",41,4.2,2,<b>몬스터비</b>,음식점>양식,서울특별시 영등포구 문래동3가 55-5 로데오왘쇼핑몰 105호,서울특별시 영등포구 당산로 34 로데오왘쇼핑몰 105호,1268956565,375176502
커피앳웍스 여의도점,37.524059,126.922881, 카페,커피앳웍스 여의도점,영등포구 ,"건강식,분위기좋은, 점심식사, 주차, 배달",41,5.0,0,<b>커피앳웍스 여의도점</b>,"음식점>카페,디저트>카페",서울특별시 영등포구 여의도동 23-5 한화손해보험빌딩 1층,서울특별시 영등포구 여의대로 56 한화손해보험빌딩 1층,1269228806,375240590
까치네분식 당산역점,37.534289,126.900718," 분식, 만두",까치네분식 당산역점,당산역 ,"혼밥,가성비좋은, 아침식사, 점심식사, 저녁식사, 24시간영업, 주차, 배달",39,3.2,8,<b>까치네분식 당산역점</b>,분식>종합분식,서울특별시 영등포구 당산동5가 32-1,서울특별시 영등포구 양평로 51,1269007180,375342889
구수옥설렁탕,37.514824,126.894256," 설렁탕, 도가니탕",구수옥설렁탕,영등포 ,"보약,따끈한국물, 아침식사, 점심식사, 저녁식사, 24시간영업, 제로페이, 지역화폐, 배달",38,3.6,1,<b>구수옥설렁탕</b>,"한식>곰탕,설렁탕",서울특별시 영등포구 문래동3가 58-20,서울특별시 영등포구 도림로 442-1,1268942562,375148243
큰맘할매순대국 당산점,37.52873,126.907743, 순댓국,큰맘할매순대국 당산점,당산 ,"혼밥,원조, 아침식사, 점심식사, 저녁식사, 24시영업, 셀프바, 배달",38,3.0,2,<b>큰맘할매순대국 당산점</b>,"육류,고기요리>순대,순댓국",서울특별시 영등포구 당산동 121-73,서울특별시 영등포구 버드나루로 119,1269077630,375287509
해성샤브샤브,37.492749,126.896973," 중식, 사천요리",해성샤브샤브,대림역 ,"회식장소,기와집, 저녁식사, 24시간영업, 셀프바, 배달",38,5.0,0,<b>해성샤브샤브</b>,중식>중식당,서울특별시 영등포구 대림동 1050-28,서울특별시 영등포구 도림로 132,1268969726,374927489
날씬한원숭이 마라탕,37.492055,126.897621," 마라탕, 마라샹궈",날씬한원숭이 마라탕,대림 ,",24시간영업, 배달",37,4.0,10,,,,,,
당산김밥떡볶이,37.53404,126.902567," 김밥, 떡볶이",당산김밥떡볶이,당산역 ,"혼밥,다양한메뉴, 점심식사, 저녁식사, 24시간영업, 제로페이, 배달",37,3.5,3,<b>당산김밥떡볶이</b>,분식>떡볶이,서울특별시 영등포구 당산동6가 235-1,서울특별시 영등포구 당산로48길 2,1269025666,375340402
왕돈까스&왕냉면 영등포점,37.520269,126.904269," 돈가스, 왕냉면",왕돈까스&왕냉면 영등포점,영등포 ,"혼밥,서민적인, 점심식사, 저녁식사, 24시영업, 셀프코너, 배달",34,3.0,1,,,,,,
아줌마보쌈,37.503996,126.920759," 보쌈, 만두전골",아줌마보쌈,신길동 ,"해장,푸짐한, 24시간영업, 주차, 배달",32,0.0,2,<b>아줌마보쌈</b>,"한식>족발,보쌈",서울특별시 영등포구 신길동 735,서울특별시 영등포구 가마산로 580-1,1269207589,375039959
김미자당진아구동태찜탕,37.507059,126.90172," 아구찜, 동태찜",김미자당진아구동태찜탕,영등포구 ,"낮술,저렴한, 24시간영업, 좌식, 주차, 배달",31,0.0,1,<b>김미자당진아구동태찜탕</b> 본점,"음식점>한식>해물,생선요리>아귀찜,해물찜",서울특별시 영등포구 도림동 151-2 1층 김미자도림사거리본점,서울특별시 영등포구 도신로 85 1층 김미자도림사거리본점,1269017196,375070589
신풍대반전,37.500627,126.909569, 전집,신풍대반전,신풍역 ,"낮술,비오는날, 저녁식사, 24시간영업, 주차, 배달",31,4.2,0,<b>대반전</b> <b>신풍</b>역점,"술집>전통,민속주점>대반전",서울특별시 영등포구 신길동 3573 남서울아파트,서울특별시 영등포구 신길로 108 남서울아파트,1269095690,375006270
쿠마,37.519714,126.931363," 오마카세, 일식집",쿠마,여의도 ,"회식,가성비좋은, 점심식사, 저녁식사, 개별룸, 배달",45,3.6,68,<b>쿠마</b>,일식>일식당,서울특별시 영등포구 여의도동 44-13,서울특별시 영등포구 여의대방로69길 7 충무빌딩 2F,1269313626,375197140
로바 더현대서울점,37.525917,126.928312," 일식, 코스요리",로바 더현대서울점,더현대서울 ,"접대,런치코스, 점심식사, 저녁식사, 예약필수, 룸식당, 와인콜키지, 주차, 배달",41,3.7,1,<b>로바 더현대서울점</b>,일식>일식당,서울특별시 영등포구 여의도동 22 6층 로바 더현대서울점,서울특별시 영등포구 여의대로 108 6층 로바 더현대서울점,1269283122,375259168
삼거리푸줏간 IFC점,37.524838,126.925714," 고깃집, 삼겹살",삼거리푸줏간 IFC점,여의도 ,"회식,깔끔한, 점심식사, 저녁식사, 개별룸, 주차, 배달",40,3.4,29,<b>삼거리푸줏간 IFC점</b>,"한식>육류,고기요리",서울특별시 영등포구 여의도동 23 THREE IFC 1층,서울특별시 영등포구 국제금융로 10 THREE IFC 1층,1269257135,375248377
일식비,37.518599,126.939648, 일식,일식비,여의도 ,"회식,점심특선, 점심식사, 저녁식사, 개별룸, 룸식, 룸식당, 무료주차, 배달",39,5.0,2,<b>일식비</b>,일식>일식당,서울특별시 영등포구 여의도동 61 여의도금호리첸시아 지하1층,서울특별시 영등포구 여의동로 213 여의도금호리첸시아 지하1층,1269396478,375185993
청하,37.520815,126.931153," 횟집, 청하",청하,여의도 ,"회식,점심코스, 개별룸, 예약필수, 주차, 배달",34,0.0,12,<b>청하</b>,일식>일식당,서울특별시 영등포구 여의도동 43-3 홍우빌딩408호,서울특별시 영등포구 국제금융로 78 홍우빌딩408호,1269311530,375208146
